orientacaoVoto,codTipoLideranca,siglaPartidoBloco,codPartidoBloco,id_votacao
Liberado,B,Bl PlFdrPTUniPp...,,2360457-45
Sim,B,Governo,,2360457-45
Sim,P,SOLIDARIEDADE,37904.0,2360457-45
Sim,B,Oposição,,2360503-74
,B,Maioria,,2360503-74
Sim,P,NOVO,37901.0,2360503-74
Não,B,Fdr PSOL-REDE,,2360503-74
Sim,P,PL,37906.0,2360503-74
Não,B,Bl UniPpFdrPsdbCid...,,2360503-74
Não,B,Bl MdbPsdRepPodePsc,,2360503-74
Sim,B,Minoria,,2360503-74
Não,B,Governo,,2360503-74
Não,B,Fdr PT-PCdoB-PV,,2360503-74
Não,B,Bl MdbPsdRepPodePsc,,2360503-35
Não,B,Governo,,2360503-35
Não,B,Maioria,,2360503-35
Obstrução,B,Minoria,,2360503-35
Obstrução,P,PL,37906.0,2360503-35
Obstrução,B,Oposição,,2360503-35
Sim,P,NOVO,37901.0,2360503-35
Não,B,Fdr PSOL-REDE,,2360503-35
Não,B,Bl UniPpFdrPsdbCid...,,2360503-35
Não,B,Fdr PT-PCdoB-PV,,2360503-35
Não,B,Bl UniPpFdrPsdbCid...,,2360503-27
Não,B,Fdr PSOL-REDE,,2360503-27
Sim,P,NOVO,37901.0,2360503-27
Não,B,Bl MdbPsdRepPodePsc,,2360503-27
Obstrução,P,PL,37906.0,2360503-27
Não,B,Maioria,,2360503-27
Não,B,Governo,,2360503-27
Obstrução,B,Minoria,,2360503-27
Obstrução,B,Oposição,,2360503-27
Não,B,Fdr PT-PCdoB-PV,,2360503-27
Não,P,PODE,36896.0,2360537-70
Não,B,Fdr PSOL-REDE,,2360537-70
Não,B,Governo,,2360537-70
Sim,B,Minoria,,2360537-70
Sim,P,PL,37906.0,2360537-70
Não,P,REPUBLICANOS,37908.0,2360537-70
Sim,P,UNIÃO,38009.0,2360537-70
Não,B,Fdr PT-PCdoB-PV,,2360537-70
Não,P,PSD,36834.0,2360537-70
Sim,P,NOVO,37901.0,2360537-70
Obstrução,B,Oposição,,2360503-45
Não,B,Governo,,2360503-45
Não,B,Bl MdbPsdRepPodePsc,,2360503-45
Obstrução,B,Minoria,,2360503-45
Não,B,Fdr PT-PCdoB-PV,,2360503-45
Não,B,Maioria,,2360503-45
Não,B,Bl UniPpFdrPsdbCid...,,2360503-45
Obstrução,P,PL,37906.0,2360503-45
Não,B,Fdr PSOL-REDE,,2360503-45
Sim,P,NOVO,37901.0,2360503-45
Não,P,PL,37906.0,2379378-9
Sim,B,Maioria,,2379378-9
Liberado,B,Bl UniPpFdrPsdbCid...,,2379378-9
Sim,P,PSB,36832.0,2379378-9
Liberado,B,Bl MdbPsdRepPode,,2379378-9
Sim,B,Fdr PT-PCdoB-PV,,2379378-9
Não,B,Oposição,,2379378-9
Sim,B,Fdr PSOL-REDE,,2379378-9
Não,P,NOVO,37901.0,2379378-9
Não,B,Minoria,,2379378-9
Sim,B,Governo,,2379378-9
Não,P,REPUBLICANOS,37908.0,2362096-56
Não,P,NOVO,37901.0,2362096-56
Não,B,Minoria,,2362096-56
Obstrução,B,Fdr PSOL-REDE,,2362096-56
Não,P,PL,37906.0,2362096-56
Obstrução,B,Maioria,,2362096-56
Não,P,PP,37903.0,2362096-56
Não,P,UNIÃO,38009.0,2362096-56
Não,B,Oposição,,2362096-56
Obstrução,B,Fdr PT-PCdoB-PV,,2362096-56
Obstrução,P,SOLIDARIEDADE,37904.0,2362096-56
Sim,P,PDT,36786.0,2362096-56
Obstrução,P,PSD,36834.0,2362096-56
Obstrução,B,Governo,,2362096-56
Sim,P,NOVO,37901.0,2362096-67
Sim,P,REPUBLICANOS,37908.0,2362096-67
Não,B,Maioria,,2362096-67
Sim,B,Oposição,,2362096-67
Não,B,Governo,,2362096-67
Não,P,PSD,36834.0,2362096-67
Não,B,Fdr PT-PCdoB-PV,,2362096-67
Não,B,Fdr PSOL-REDE,,2362096-67
Sim,P,PL,37906.0,2362096-67
Sim,B,Minoria,,2362096-67
Não,P,PODE,36896.0,2362096-45
Sim,B,Maioria,,2362096-45
Não,P,PL,37906.0,2362096-45
Não,P,PP,37903.0,2362096-45
Sim,B,Fdr PSOL-REDE,,2362096-45
Não,P,NOVO,37901.0,2362096-45
Não,B,Oposição,,2362096-45
Não,B,Minoria,,2362096-45
Sim,B,Governo,,2362096-45
Sim,P,PSB,36832.0,2362096-45
Sim,B,Fdr PT-PCdoB-PV,,2362096-45
Sim,P,SOLIDARIEDADE,37904.0,2362096-45
Sim,P,PSD,36834.0,2362096-45
Não,B,Fdr PSOL-REDE,,2362096-62
Não,B,Fdr PT-PCdoB-PV,,2362096-62
Não,B,Maioria,,2362096-62
Não,P,SOLIDARIEDADE,37904.0,2362096-62
Sim,P,PL,37906.0,2362096-62
Não,B,Governo,,2362096-62
Não,P,PSD,36834.0,2362096-62
Não,P,NOVO,37901.0,2362137-8
Não,B,Oposição,,2362137-8
Não,P,PL,37906.0,2362137-8
Sim,B,Governo,,2362137-8
Sim,B,Maioria,,2362137-8
Não,B,Minoria,,2362137-8
Sim,B,Bl MdbPsdRepPodePsc,,2362137-8
Sim,B,Fdr PT-PCdoB-PV,,2362137-8
Sim,B,Bl UniPpFdrPsdbCid...,,2362137-8
Sim,B,Fdr PSOL-REDE,,2362137-8
Sim,B,Bl MdbPsdRepPodePsc,,2362190-9
Sim,P,PL,37906.0,2362190-9
Não,B,Fdr PSOL-REDE,,2362190-9
Sim,B,Oposição,,2362190-9
Liberado,B,Governo,,2362190-9
,B,Maioria,,2362190-9
Liberado,B,Bl UniPpFdrPsdbCid...,,2362190-9
Não,B,Fdr PT-PCdoB-PV,,2362190-9
Sim,B,Minoria,,2362190-9
Sim,P,NOVO,37901.0,2362190-9
Não,P,NOVO,37901.0,2362567-18
Liberado,B,Minoria,,2362567-18
Sim,B,Bl MdbPsdRepPode,,2362567-18
Sim,B,Bl UniPpFdrPsdbCid...,,2362567-18
Sim,B,Fdr PT-PCdoB-PV,,2362567-18
,B,Maioria,,2362567-18
,B,Governo,,2362567-18
Liberado,B,Oposição,,2362567-18
Sim,P,PL,37906.0,2362567-18
Não,B,Fdr PSOL-REDE,,2362567-18
,B,Maioria,,2362947-9
Não,P,NOVO,37901.0,2362947-9
Sim,B,Governo,,2362947-9
Não,B,Oposição,,2362947-9
Não,P,PL,37906.0,2362947-9
Sim,B,Bl MdbPsdRepPodePsc,,2362947-9
Sim,B,Fdr PSOL-REDE,,2362947-9
Sim,B,Bl UniPpFdrPsdbCid...,,2362947-9
Não,B,Minoria,,2362947-9
Sim,B,Fdr PT-PCdoB-PV,,2362947-9
Não,P,NOVO,37901.0,2364109-35
Liberado,B,Fdr PT-PCdoB-PV,,2364109-35
,B,Governo,,2364109-35
Liberado,B,Maioria,,2364109-35
Não,B,Oposição,,2364109-35
Sim,B,Bl MdbPsdRepPodePsc,,2364109-35
Não,B,Fdr PSOL-REDE,,2364109-35
Sim,B,Bl UniPpFdrPsdbCid...,,2364109-35
Sim,P,PL,37906.0,2364109-35
Não,B,Minoria,,2364109-35
Liberado,B,Fdr PT-PCdoB-PV,,2367595-12
Não,P,NOVO,37901.0,2367595-12
Não,B,Oposição,,2367595-12
Sim,P,PL,37906.0,2367595-12
Não,B,Fdr PSOL-REDE,,2367595-12
,B,Governo,,2367595-12
Sim,B,Bl UniPpFdrPsdbCid...,,2367595-12
Sim,B,Bl MdbPsdRepPodePsc,,2367595-12
Não,B,Minoria,,2367595-12
,B,Maioria,,2367595-12
Obstrução,B,Minoria,,2410517-10
Obstrução,P,NOVO,37901.0,2410517-10
Sim,B,Bl MdbPsdRepPode,,2410517-10
Sim,P,PL,37906.0,2410517-10
Sim,B,Governo,,2410517-10
Sim,B,Bl UniPpFdrPsdbCid...,,2410517-10
Sim,B,Fdr PT-PCdoB-PV,,2410517-10
Obstrução,B,Oposição,,2410517-10
Sim,B,Fdr PSOL-REDE,,2410517-10
Sim,B,Maioria,,2410517-10
Não,P,NOVO,37901.0,2366564-26
Sim,P,PL,37906.0,2367064-66
Sim,B,Maioria,,2367064-66
Sim,B,Fdr PSOL-REDE,,2367064-66
,B,Minoria,,2367064-66
,B,Oposição,,2367064-66
Sim,B,Fdr PT-PCdoB-PV,,2367064-66
Sim,B,Governo,,2367064-66
Sim,B,Bl MdbPsdRepPodePsc,,2367064-66
Não,P,NOVO,37901.0,2367064-66
Liberado,B,Bl UniPpFdrPsdbCid...,,2367064-66
Sim,B,Fdr PT-PCdoB-PV,,2367064-68
Sim,B,Fdr PSOL-REDE,,2367064-68
,B,Governo,,2367064-68
Não,P,PL,37906.0,2367064-68
Não,P,NOVO,37901.0,2367064-68
Sim,B,Maioria,,2367064-68
Sim,B,Bl MdbPsdRepPodePsc,,2367064-68
,B,Oposição,,2367064-68
Liberado,B,Bl UniPpFdrPsdbCid...,,2367064-68
,B,Minoria,,2367064-68
Sim,B,Governo,,2367064-82
,B,Oposição,,2367064-82
,B,Minoria,,2367064-82
Não,P,PL,37906.0,2367064-82
Sim,B,Fdr PSOL-REDE,,2367064-82
,B,Maioria,,2367064-82
Sim,B,Fdr PT-PCdoB-PV,,2367064-82
Não,P,NOVO,37901.0,2367064-82
Não,B,Bl UniPpFdrPsdbCid...,,2367064-82
Sim,B,Bl MdbPsdRepPodePsc,,2367064-82
,B,Oposição,,2367548-7
Sim,B,Fdr PSOL-REDE,,2367548-7
Sim,B,Bl UniPpFdrPsdbCid...,,2367548-7
Sim,P,PL,37906.0,2367548-7
Sim,P,NOVO,37901.0,2367548-7
Sim,B,Maioria,,2367548-7
Sim,B,Minoria,,2367548-7
,P,PSB,36832.0,2367548-7
Sim,B,Bl MdbPsdRepPode,,2367548-7
Sim,B,Governo,,2367548-7
Sim,B,Fdr PT-PCdoB-PV,,2367548-7
Obstrução,P,PL,37906.0,2367600-49
Sim,B,Bl UniPpFdrPsdbCid...,,2367600-49
Sim,B,Fdr PT-PCdoB-PV,,2367600-49
Obstrução,B,Oposição,,2367600-49
Sim,B,Fdr PSOL-REDE,,2367600-49
Obstrução,B,Minoria,,2367600-49
Sim,B,Bl MdbPsdRepPode,,2367600-49
Sim,B,Maioria,,2367600-49
Obstrução,P,NOVO,37901.0,2367600-49
Sim,B,Governo,,2367600-49
Não,B,Governo,,2367600-30
Obstrução,B,Oposição,,2367600-30
Não,B,Bl UniPpFdrPsdbCid...,,2367600-30
Não,B,Maioria,,2367600-30
Obstrução,P,PL,37906.0,2367600-30
Obstrução,B,Minoria,,2367600-30
Não,B,Fdr PT-PCdoB-PV,,2367600-30
Não,B,Fdr PSOL-REDE,,2367600-30
Obstrução,P,NOVO,37901.0,2367600-30
Não,B,Bl MdbPsdRepPode,,2367600-30
Sim,B,Bl MdbPsdRepPode,,2367600-47
Sim,B,Fdr PT-PCdoB-PV,,2367600-47
Sim,B,Governo,,2367600-47
Sim,B,Bl UniPpFdrPsdbCid...,,2367600-47
Obstrução,B,Oposição,,2367600-47
Obstrução,B,Minoria,,2367600-47
Sim,B,Fdr PSOL-REDE,,2367600-47
Obstrução,P,PL,37906.0,2367600-47
Obstrução,P,NOVO,37901.0,2367600-47
Sim,B,Maioria,,2367600-47
Não,B,Bl UniPpFdrPsdbCid...,,2367600-35
Obstrução,B,Minoria,,2367600-35
Não,B,Maioria,,2367600-35
Não,B,Fdr PT-PCdoB-PV,,2367600-35
Obstrução,P,NOVO,37901.0,2367600-35
Obstrução,B,Oposição,,2367600-35
Não,B,Governo,,2367600-35
Obstrução,P,PL,37906.0,2367600-35
Não,B,Bl MdbPsdRepPode,,2367600-35
Não,B,Fdr PSOL-REDE,,2367600-35
Obstrução,B,Minoria,,2367600-45
Sim,B,Fdr PSOL-REDE,,2367600-45
Sim,B,Fdr PT-PCdoB-PV,,2367600-45
Sim,B,Bl MdbPsdRepPode,,2367600-45
Obstrução,P,PL,37906.0,2367600-45
Sim,B,Bl UniPpFdrPsdbCid...,,2367600-45
Obstrução,P,NOVO,37901.0,2367600-45
Sim,B,Maioria,,2367600-45
Obstrução,B,Oposição,,2367600-45
Sim,B,Governo,,2367600-45
Sim,B,Governo,,2377675-8
Sim,B,Fdr PT-PCdoB-PV,,2377675-8
Sim,B,Fdr PSOL-REDE,,2377675-8
Sim,B,Maioria,,2377675-8
Sim,P,PL,37906.0,2377675-8
Sim,B,Bl MdbPsdRepPode,,2377675-8
Sim,P,NOVO,37901.0,2377675-8
Sim,B,Oposição,,2377675-8
Sim,B,Minoria,,2377675-8
Sim,B,Bl UniPpFdrPsdbCid...,,2377675-8
Não,P,NOVO,37901.0,2369594-8
Sim,B,Oposição,,2369594-8
Sim,B,Fdr PT-PCdoB-PV,,2369594-8
Sim,B,Minoria,,2369594-8
Liberado,B,Bl MdbPsdRepPodePsc,,2369594-8
,B,Fdr PSOL-REDE,,2369594-8
Liberado,B,Bl UniPpFdrPsdbCid...,,2369594-8
Sim,P,PL,37906.0,2369594-8
Sim,B,Maioria,,2369594-8
Sim,B,Governo,,2369594-8
Sim,B,Maioria,,2380935-9
Não,B,Oposição,,2380935-9
Sim,B,Fdr PSOL-REDE,,2380935-9
Não,B,Minoria,,2380935-9
Sim,B,Bl MdbPsdRepPode,,2380935-9
Sim,B,Governo,,2380935-9
Não,P,PL,37906.0,2380935-9
Sim,B,Fdr PT-PCdoB-PV,,2380935-9
Sim,B,Bl UniPpFdrPsdbCid...,,2380935-9
Não,P,NOVO,37901.0,2380935-9
Sim,B,Governo,,2372071-44
Sim,B,Fdr PT-PCdoB-PV,,2372071-44
Sim,B,Bl MdbPsdRepPode,,2372071-44
Não,B,Oposição,,2372071-44
Não,P,PL,37906.0,2372071-44
Sim,B,Maioria,,2372071-44
Sim,B,Fdr PSOL-REDE,,2372071-44
Não,B,Minoria,,2372071-44
Sim,B,Bl UniPpFdrPsdbCid...,,2372071-44
Não,P,NOVO,37901.0,2372071-44
Sim,B,Fdr PT-PCdoB-PV,,2372071-41
Não,B,Minoria,,2372071-41
Sim,B,Bl UniPpFdrPsdbCid...,,2372071-41
Não,P,NOVO,37901.0,2372071-41
Sim,B,Maioria,,2372071-41
Sim,B,Governo,,2372071-41
Não,B,Oposição,,2372071-41
Sim,B,Fdr PSOL-REDE,,2372071-41
Sim,B,Bl MdbPsdRepPode,,2372071-41
Liberado,P,PL,37906.0,2372071-41
Liberado,B,Minoria,,2372071-26
Não,B,Governo,,2372071-26
Liberado,B,Oposição,,2372071-26
Não,B,Fdr PT-PCdoB-PV,,2372071-26
Não,B,Bl MdbPsdRepPode,,2372071-26
Sim,P,NOVO,37901.0,2372071-26
Não,B,Bl UniPpFdrPsdbCid...,,2372071-26
Não,B,Fdr PSOL-REDE,,2372071-26
Não,B,Maioria,,2372071-26
Não,P,PL,37906.0,2372071-26
Sim,B,Governo,,2372099-6
Sim,B,Fdr PSOL-REDE,,2372099-6
Não,P,NOVO,37901.0,2372099-6
Sim,B,Bl UniPpFdrPsdbCid...,,2372099-6
Sim,B,Maioria,,2372099-6
Não,B,Minoria,,2372099-6
Sim,B,Fdr PT-PCdoB-PV,,2372099-6
Não,B,Oposição,,2372099-6
Não,P,PL,37906.0,2372099-6
Sim,B,Bl MdbPsdRepPodePsc,,2372099-6
Não,B,Oposição,,2372983-7
Sim,B,Bl UniPpFdrPsdbCid...,,2372983-7
Sim,B,Fdr PT-PCdoB-PV,,2372983-7
Sim,B,Bl MdbPsdRepPodePsc,,2372983-7
Não,P,PL,37906.0,2372983-7
Sim,B,Governo,,2372983-7
Não,P,NOVO,37901.0,2372983-7
Não,B,Minoria,,2372983-7
Sim,B,Maioria,,2372983-7
Sim,B,Fdr PSOL-REDE,,2372983-7
Sim,P,REPUBLICANOS,37908.0,2373113-47
Sim,P,PSB,36832.0,2373113-47
Sim,P,UNIÃO,38009.0,2373113-47
Sim,P,PP,37903.0,2373113-47
Liberado,B,Minoria,,2373113-47
Liberado,B,Oposição,,2373113-47
Liberado,B,Fdr PT-PCdoB-PV,,2373113-47
Sim,P,PSD,36834.0,2373113-47
Liberado,P,PL,37906.0,2373113-47
Liberado,B,Minoria,,2373113-42
Liberado,B,Fdr PT-PCdoB-PV,,2373113-42
Liberado,B,Governo,,2373113-42
Liberado,B,Oposição,,2373113-42
Liberado,P,MDB,36899.0,2373113-42
Sim,P,PSB,36832.0,2373113-42
Liberado,P,PL,37906.0,2373113-42
Liberado,P,PSD,36834.0,2373113-32
Liberado,P,PL,37906.0,2373113-32
Liberado,B,Governo,,2373113-32
Liberado,P,UNIÃO,38009.0,2373113-32
Sim,P,SOLIDARIEDADE,37904.0,2373113-32
Liberado,B,Fdr PT-PCdoB-PV,,2373113-32
Sim,P,PODE,36896.0,2373113-32
Liberado,B,Minoria,,2373113-32
Sim,P,PSB,36832.0,2373113-32
Liberado,B,Maioria,,2373113-32
Sim,P,PL,37906.0,2373369-5
Não,B,Fdr PT-PCdoB-PV,,2373369-5
Não,B,Maioria,,2373369-5
Não,B,Governo,,2373369-5
Sim,B,Oposição,,2373369-5
Sim,P,REPUBLICANOS,37908.0,2373369-5
Liberado,P,PDT,36786.0,2373369-5
Não,B,Fdr PSOL-REDE,,2373369-5
Sim,B,Fdr PT-PCdoB-PV,,2393997-9
Sim,B,Maioria,,2393997-9
Não,B,Minoria,,2393997-9
Não,P,PL,37906.0,2393997-9
Não,B,Oposição,,2393997-9
,B,Governo,,2393997-9
Liberado,B,Bl MdbPsdRepPode,,2393997-9
Sim,B,Bl UniPpFdrPsdbCid...,,2393997-9
Sim,B,Fdr PSOL-REDE,,2393997-9
Não,P,NOVO,37901.0,2393997-9
Não,B,Fdr PSOL-REDE,,2374400-101
Sim,P,NOVO,37901.0,2374400-101
Não,B,Bl UniPpFdrPsdbCid...,,2374400-101
Liberado,B,Bl MdbPsdRepPode,,2374400-101
Sim,B,Minoria,,2374400-101
Não,B,Governo,,2374400-101
Não,B,Fdr PT-PCdoB-PV,,2374400-101
Liberado,B,Oposição,,2374400-101
Sim,P,PL,37906.0,2374400-101
Não,B,Maioria,,2374400-101
Sim,P,PL,37906.0,2374400-121
Sim,B,Minoria,,2374400-121
Não,B,Governo,,2374400-121
Sim,B,Oposição,,2374400-121
Liberado,B,Bl MdbPsdRepPode,,2374400-121
Não,B,Fdr PSOL-REDE,,2374400-121
Sim,P,NOVO,37901.0,2374400-121
Não,B,Bl UniPpFdrPsdbCid...,,2374400-121
Não,B,Fdr PT-PCdoB-PV,,2374400-121
Não,B,Maioria,,2374400-121
Sim,B,Bl UniPpFdrPsdbCid...,,2414600-8
Sim,B,Fdr PSOL-REDE,,2414600-8
Não,P,NOVO,37901.0,2414600-8
Sim,B,Fdr PT-PCdoB-PV,,2414600-8
Liberado,B,Bl MdbPsdRepPode,,2414600-8
Liberado,B,Oposição,,2414600-8
Sim,B,Maioria,,2414600-8
Sim,B,Governo,,2414600-8
Não,P,PL,37906.0,2414600-8
Não,B,Minoria,,2414600-8
,B,Maioria,,2374400-58
,B,Governo,,2374400-58
Sim,P,PL,37906.0,2374400-58
Não,B,Fdr PT-PCdoB-PV,,2374400-58
Não,B,Fdr PSOL-REDE,,2374400-58
,B,Oposição,,2374400-58
,B,Minoria,,2374400-58
Sim,B,Bl MdbPsdRepPode,,2374400-58
Não,B,Bl UniPpFdrPsdbCid...,,2374400-58
Sim,P,NOVO,37901.0,2374400-58
Liberado,B,Minoria,,2374400-46
Sim,B,Fdr PSOL-REDE,,2374400-46
Não,B,Fdr PT-PCdoB-PV,,2374400-46
Liberado,P,PL,37906.0,2374400-46
Não,B,Bl MdbPsdRepPode,,2374400-46
Não,B,Maioria,,2374400-46
Não,B,Governo,,2374400-46
Não,B,Bl UniPpFdrPsdbCid...,,2374400-46
Liberado,B,Oposição,,2374400-46
Não,P,NOVO,37901.0,2374400-46
Liberado,B,Bl MdbPsdRepPode,,2374400-106
Não,B,Fdr PT-PCdoB-PV,,2374400-106
Sim,P,NOVO,37901.0,2374400-106
Não,B,Maioria,,2374400-106
Não,B,Governo,,2374400-106
Sim,B,Minoria,,2374400-106
Liberado,B,Oposição,,2374400-106
Sim,P,PL,37906.0,2374400-106
Não,B,Bl UniPpFdrPsdbCid...,,2374400-106
Não,B,Fdr PSOL-REDE,,2374400-106
Não,B,Oposição,,2374400-110
Não,B,Minoria,,2374400-110
Sim,B,Fdr PT-PCdoB-PV,,2374400-110
Não,P,PL,37906.0,2374400-110
Sim,B,Maioria,,2374400-110
Sim,B,Governo,,2374400-110
Sim,B,Bl UniPpFdrPsdbCid...,,2374400-110
Sim,B,Fdr PSOL-REDE,,2374400-110
Liberado,B,Bl MdbPsdRepPode,,2374400-110
Não,P,NOVO,37901.0,2374400-110
Sim,B,Fdr PT-PCdoB-PV,,2374400-53
Não,P,PL,37906.0,2374400-53
Sim,B,Fdr PSOL-REDE,,2374400-53
Não,B,Bl UniPpFdrPsdbCid...,,2374400-53
Liberado,B,Maioria,,2374400-53
Não,B,Oposição,,2374400-53
Liberado,B,Bl MdbPsdRepPode,,2374400-53
Não,B,Minoria,,2374400-53
Sim,P,NOVO,37901.0,2374400-53
Sim,B,Governo,,2374400-53
Não,B,Governo,,2374515-24
Não,B,Maioria,,2374515-24
Sim,B,Minoria,,2374515-24
Não,B,Fdr PT-PCdoB-PV,,2374515-24
Não,P,PL,37906.0,2375630-8
Sim,B,Bl MdbPsdRepPode,,2375630-8
Sim,B,Governo,,2375630-8
Sim,B,Bl UniPpFdrPsdbCid...,,2375630-8
Não,B,Minoria,,2375630-8
Sim,B,Fdr PT-PCdoB-PV,,2375630-8
Sim,B,Maioria,,2375630-8
Sim,B,Fdr PSOL-REDE,,2375630-8
Não,P,NOVO,37901.0,2375630-8
Não,B,Oposição,,2375630-8
Não,P,NOVO,37901.0,2375497-8
Sim,P,PL,37906.0,2375497-8
Sim,B,Fdr PSOL-REDE,,2375497-8
Sim,B,Bl MdbPsdRepPodePsc,,2375497-8
Não,B,Oposição,,2375497-8
Não,B,Minoria,,2375497-8
Sim,B,Bl UniPpFdrPsdbCid...,,2375497-8
Sim,B,Fdr PT-PCdoB-PV,,2375497-8
Sim,B,Governo,,2375497-8
Sim,B,Maioria,,2375497-8
Não,P,NOVO,37901.0,2376169-55
,B,Governo,,2376169-55
Sim,B,Fdr PT-PCdoB-PV,,2376169-55
Não,B,Oposição,,2376169-55
Não,B,Minoria,,2376169-55
Não,B,Bl MdbPsdRepPode,,2376169-55
Sim,B,Maioria,,2376169-55
Não,P,PL,37906.0,2376169-55
Sim,B,Fdr PSOL-REDE,,2376169-55
Não,B,Bl UniPpFdrPsdbCid...,,2376169-55
Sim,B,Oposição,,2376169-62
Sim,B,Minoria,,2376169-62
Liberado,B,Bl MdbPsdRepPode,,2376169-62
Sim,P,NOVO,37901.0,2376169-62
Não,B,Fdr PSOL-REDE,,2376169-62
Não,B,Fdr PT-PCdoB-PV,,2376169-62
,B,Governo,,2376169-62
Sim,B,Bl UniPpFdrPsdbCid...,,2376169-62
Sim,P,PL,37906.0,2376169-62
Não,B,Maioria,,2376169-62
Sim,B,Bl UniPpFdrPsdbCid...,,2382611-10
Sim,B,Oposição,,2382611-10
Não,B,Maioria,,2382611-10
Não,B,Fdr PSOL-REDE,,2382611-10
Sim,B,Bl MdbPsdRepPode,,2382611-10
Sim,P,NOVO,37901.0,2382611-10
Sim,B,Minoria,,2382611-10
Não,B,Fdr PT-PCdoB-PV,,2382611-10
Liberado,B,Governo,,2382611-10
Sim,P,PL,37906.0,2382611-10
Não,P,PL,37906.0,2376169-46
Sim,B,Fdr PT-PCdoB-PV,,2376169-46
,B,Governo,,2376169-46
Não,B,Bl UniPpFdrPsdbCid...,,2376169-46
Não,B,Bl MdbPsdRepPode,,2376169-46
Sim,B,Fdr PSOL-REDE,,2376169-46
Não,P,NOVO,37901.0,2376169-46
Não,B,Oposição,,2376169-46
Liberado,B,Maioria,,2376169-46
Não,B,Minoria,,2376169-46
Sim,B,Maioria,,2376169-40
Sim,B,Governo,,2376169-40
Sim,B,Fdr PT-PCdoB-PV,,2376169-40
Não,B,Oposição,,2376169-40
Não,B,Bl UniPpFdrPsdbCid...,,2376169-40
Não,B,Bl MdbPsdRepPode,,2376169-40
Sim,B,Fdr PSOL-REDE,,2376169-40
Não,P,NOVO,37901.0,2376169-40
Não,B,Minoria,,2376169-40
Não,P,PL,37906.0,2376169-40
Sim,B,Governo,,2377516-12
Sim,B,Fdr PSOL-REDE,,2377516-12
Sim,B,Fdr PT-PCdoB-PV,,2377516-12
Sim,P,PL,37906.0,2377516-12
Sim,B,Maioria,,2377516-12
Sim,B,Oposição,,2377516-12
Sim,B,Bl MdbPsdRepPode,,2377516-12
Sim,P,NOVO,37901.0,2377516-12
Sim,B,Minoria,,2377516-12
Sim,B,Bl UniPpFdrPsdbCid...,,2377516-12
Sim,B,Maioria,,2421056-8
Não,P,PL,37906.0,2421056-8
Sim,B,Bl MdbPsdRepPode,,2421056-8
Não,B,Minoria,,2421056-8
Não,B,Oposição,,2421056-8
Sim,B,Governo,,2421056-8
Sim,B,Fdr PT-PCdoB-PV,,2421056-8
Sim,P,PSB,36832.0,2421056-8
,P,NOVO,37901.0,2421056-8
Sim,B,Bl UniPpFdrPsdbCid...,,2421056-8
Sim,B,Fdr PSOL-REDE,,2421056-8
,B,Maioria,,2379209-61
,B,Bl PlFdrPTUniPp...,,2379209-61
,P,SOLIDARIEDADE,37904.0,2379209-61
,B,Governo,,2379209-61
Não,P,NOVO,37901.0,2379209-61
Não,B,Oposição,,2379209-61
Sim,B,Fdr PSOL-REDE,,2379209-61
,B,Minoria,,2379209-61
,B,Maioria,,2379209-53
Não,B,Fdr PSOL-REDE,,2379209-53
,P,NOVO,37901.0,2379209-53
Sim,B,Minoria,,2379209-53
Sim,B,Oposição,,2379209-53
,B,Governo,,2379209-53
Liberado,B,Bl PlFdrPTUniPp...,,2379209-53
,P,SOLIDARIEDADE,37904.0,2379209-53
Não,P,PL,37906.0,2380083-26
Não,P,REPUBLICANOS,37908.0,2380083-26
Sim,B,Fdr PT-PCdoB-PV,,2380083-26
Sim,B,Fdr PSOL-REDE,,2380083-26
Sim,P,PSB,36832.0,2380083-26
Não,P,PP,37903.0,2380083-26
Não,B,Oposição,,2380083-26
Sim,B,Fdr PT-PCdoB-PV,,2379582-7
Sim,B,Bl UniPpFdrPsdbCid...,,2379582-7
Sim,B,Fdr PSOL-REDE,,2379582-7
Sim,B,Bl MdbPsdRepPode,,2379582-7
Sim,B,Governo,,2379582-7
Sim,B,Oposição,,2379582-7
Sim,B,Maioria,,2379582-7
Sim,P,PL,37906.0,2379582-7
Sim,B,Minoria,,2379582-7
Não,P,NOVO,37901.0,2379582-7
Sim,P,REPUBLICANOS,37908.0,2381044-4
Sim,B,Minoria,,2381044-4
Não,B,Maioria,,2381044-4
Não,P,PP,37903.0,2381044-4
Não,B,Fdr PSOL-REDE,,2381044-4
Sim,B,Oposição,,2381044-4
Não,P,PDT,36786.0,2381044-4
Sim,P,PL,37906.0,2381044-4
Não,B,Fdr PT-PCdoB-PV,,2381044-4
Não,P,MDB,36899.0,2381044-4
Não,B,Governo,,2381044-4
Não,B,Maioria,,2381043-60
Não,B,Governo,,2381043-60
Sim,P,NOVO,37901.0,2381043-60
Não,B,Fdr PSOL-REDE,,2381043-60
Sim,B,Oposição,,2381043-60
Não,B,Bl UniPpFdrPsdbCid...,,2381043-60
Sim,P,PL,37906.0,2381043-60
Não,B,Bl MdbPsdRepPode,,2381043-60
Não,B,Fdr PT-PCdoB-PV,,2381043-60
Sim,B,Minoria,,2381043-60
Não,B,Governo,,2381043-45
Sim,B,Oposição,,2381043-45
Não,B,Fdr PSOL-REDE,,2381043-45
Não,B,Maioria,,2381043-45
Sim,B,Minoria,,2381043-45
